image,word
a67.png,स्क्वायरको प्रमुख विशेषता भनेको कुमारी चौक वा कुमारी बहल हो
a68.png,तीन तले मन्दिर जहाँ जीवित देवी दुर्गाको रूपमा पूज्य कुमारी
a69.png,युवती बस्छिन्।
a70.png,यो प्रचलन मल्लकालदेखिको हो ।
a71.png,सन् २०१५ अप्रिलमा गएको विनाशकारी भूकम्पमा यस स्क्वायरमा ठूलो क्षति पुगेको थियो र 
a72.png,शताब्दी पुरानो काष्ठमण्डपलगायत थुप्रै ऐतिहासिक भवनहरू भग्नावशेषमा परिणत भएका थिए।
a73.png,नेपालको समृद्ध सांस्कृतिक सम्पदाको प्रतीक बनेको यो युनेस्को विश्व सम्पदा क्षेत्रको पुनर्स्थापना र संरक्षणका लागि प्रयास जारी छ ।
a74.png,काठमाडौं
a75.png,नेपालको पवित्र पशुपतिनाथ मन्दिर नजिकै रहेको गुह्येश्वरी मन्दिर
a76.png,देवी पार्वतीलाई समर्पित एक पूज्य हिन्दू मन्दिर हो
a77.png,जसलाई यहाँ गुह्येश्वरी भनेर चिनिन्छ। 
a78.png,राजा प्रताप मल्ल द्वारा 17 औं शताब्दीमा स्थापित
a79.png,यो मन्दिर विशेष गरी हिन्दू धर्म भित्र शक्ति परम्परा को भक्तहरु माझ महत्वपूर्ण आध्यात्मिक महत्व राख्छ।
a80.png,"मन्दिरको नाम ""गुह्येश्वरी"" को अर्थ ""गोप्य देवी"" हो"
a82.png,यो रहस्यमय र तान्त्रिक अभ्यासहरूसँगको सम्बन्धलाई हाइलाइट गर्दै।
a83.png,1979 मा तोकिएको काठमाडौं उपत्यका युनेस्कोको विश्व सम्पदा स्थलमा समावेश भएकोले यसको ऐतिहासिक र सांस्कृतिक महत्वलाई अधोरेखित गरिएको छ। 
a84.png,नेपालको समृद्ध धार्मिक सम्पदा झल्काउने मन्दिरको शान्त परिवेश र जटिल वास्तुकलाको बीचमा आशीर्वाद लिन र अनुष्ठान गर्न भक्तहरू आउँछन्।
a33.png,पूर्वी नेपालको धनकुटा जिल्लाको लेगुवा नजिकै अवस्थित किरातेश्वर महादेव मन्दिर
a34.png,भगवान शिवलाई समर्पित एउटा महत्वपूर्ण हिन्दू मन्दिर हो।
a35.png,पौराणिक कथा अनुसार यस मन्दिरले महाभारत युगमा अर्जुनलाई पशुपतस्त्र हतियार प्रदान गर्न किरात (शिकारी) को रूपमा प्रकट भएको स्थानलाई चिन्ह लगाउँछ।
a36.png,यो घटना मन्दिरको धार्मिक महत्वको केन्द्रबिन्दु हो
a37.png,आशीर्वाद र आध्यात्मिक सान्त्वना खोज्ने तीर्थयात्रीहरूलाई आकर्षित गर्दछ।
a38.png,मन्दिरले परम्परागत नेपाली प्यागोडा शैलीको वास्तुकला प्रस्तुत गर्दछ र पहाडको बीचमा शान्त वातावरण प्रदान गर्दछ
a39.png,जसले पूजा र तीर्थस्थलको रूपमा यसको आकर्षण बढाउँछ।
a40.png,किरातेश्वर महादेव मन्दिर
a41.png,युनेस्को विश्व सम्पदा स्थलको रूपमा तोकिएको छैन
a42.png,तर नेपालको विविध आध्यात्मिक सम्पदा भित्र सांस्कृतिक र धार्मिक महत्व छ।
a43.png,पाटन दरबार स्क्वायरमा अवस्थित कृष्ण मन्दिर
a44.png,भगवान कृष्णलाई समर्पित ऐतिहासिक हिन्दू मन्दिर हो।
a45.png,१७ औं शताब्दीमा राजा सिद्धि नरसिंह मल्लले बनाएको यो मन्दिर नेवारी वास्तुकलाको उत्कृष्ट नमुना हो
a46.png,जसलाई यसको जटिल नक्काशीदार काठको संरचना र प्रशस्त रूपमा सजाइएको अनुहारका लागि परिचित छ।
a47.png,मन्दिर यसको अद्वितीय शिखर (स्पायर) र रामायण र महाभारत जस्ता हिन्दू महाकाव्यहरूका दृश्यहरू चित्रण गर्ने अलंकृत नक्काशीका लागि प्रख्यात छ।
a48.png,कृष्ण मन्दिर नेपालमा मल्लकालको कलात्मक र सांस्कृतिक उपलब्धिहरूको प्रमाणको रूपमा खडा छ।
a49.png,यो एक युनेस्को विश्व सम्पदा स्थल हो
a50.png,यसको वास्तुकला र ऐतिहासिक महत्वको लागि मान्यता प्राप्त छ 
