image,word
a67.png,स्क्वायरको प्रमुख विशेषता भनेको कुमारी चौक वा कुमारी बहल हो
a68.png,तीन तले मन्दिर जहाँ जीवित देवी दुर्गाको रूपमा पूज्य कुमारी
a69.png,युवती बस्छिन्।
a70.png,यो प्रचलन मल्लकालदेखिको हो ।
a71.png,सन् २०१५ अप्रिलमा गएको विनाशकारी भूकम्पमा यस स्क्वायरमा ठूलो क्षति पुगेको थियो र 
a72.png,शताब्दी पुरानो काष्ठमण्डपलगायत थुप्रै ऐतिहासिक भवनहरू भग्नावशेषमा परिणत भएका थिए।
a73.png,नेपालको समृद्ध सांस्कृतिक सम्पदाको प्रतीक बनेको यो युनेस्को विश्व सम्पदा क्षेत्रको पुनर्स्थापना र संरक्षणका लागि प्रयास जारी छ ।
a74.png,काठमाडौं
a75.png,नेपालको पवित्र पशुपतिनाथ मन्दिर नजिकै रहेको गुह्येश्वरी मन्दिर
a76.png,देवी पार्वतीलाई समर्पित एक पूज्य हिन्दू मन्दिर हो
a77.png,जसलाई यहाँ गुह्येश्वरी भनेर चिनिन्छ। 
a78.png,राजा प्रताप मल्ल द्वारा 17 औं शताब्दीमा स्थापित
a79.png,यो मन्दिर विशेष गरी हिन्दू धर्म भित्र शक्ति परम्परा को भक्तहरु माझ महत्वपूर्ण आध्यात्मिक महत्व राख्छ।
a80.png,"मन्दिरको नाम ""गुह्येश्वरी"" को अर्थ ""गोप्य देवी"" हो"
a82.png,यो रहस्यमय र तान्त्रिक अभ्यासहरूसँगको सम्बन्धलाई हाइलाइट गर्दै।
a83.png,1979 मा तोकिएको काठमाडौं उपत्यका युनेस्कोको विश्व सम्पदा स्थलमा समावेश भएकोले यसको ऐतिहासिक र सांस्कृतिक महत्वलाई अधोरेखित गरिएको छ। 
a33.png,पूर्वी नेपालको धनकुटा जिल्लाको लेगुवा नजिकै अवस्थित किरातेश्वर महादेव मन्दिर
a34.png,भगवान शिवलाई समर्पित एउटा महत्वपूर्ण हिन्दू मन्दिर हो।
a35.png,पौराणिक कथा अनुसार यस मन्दिरले महाभारत युगमा अर्जुनलाई पशुपतस्त्र हतियार प्रदान गर्न किरात (शिकारी) को रूपमा प्रकट भएको स्थानलाई चिन्ह लगाउँछ।
a36.png,यो घटना मन्दिरको धार्मिक महत्वको केन्द्रबिन्दु हो
a37.png,आशीर्वाद र आध्यात्मिक सान्त्वना खोज्ने तीर्थयात्रीहरूलाई आकर्षित गर्दछ।
a38.png,मन्दिरले परम्परागत नेपाली प्यागोडा शैलीको वास्तुकला प्रस्तुत गर्दछ र पहाडको बीचमा शान्त वातावरण प्रदान गर्दछ
a39.png,जसले पूजा र तीर्थस्थलको रूपमा यसको आकर्षण बढाउँछ।
a40.png,किरातेश्वर महादेव मन्दिर
a41.png,युनेस्को विश्व सम्पदा स्थलको रूपमा तोकिएको छैन
a42.png,तर नेपालको विविध आध्यात्मिक सम्पदा भित्र सांस्कृतिक र धार्मिक महत्व छ।
a43.png,पाटन दरबार स्क्वायरमा अवस्थित कृष्ण मन्दिर
a44.png,भगवान कृष्णलाई समर्पित ऐतिहासिक हिन्दू मन्दिर हो।
a45.png,१७ औं शताब्दीमा राजा सिद्धि नरसिंह मल्लले बनाएको यो मन्दिर नेवारी वास्तुकलाको उत्कृष्ट नमुना हो
a46.png,जसलाई यसको जटिल नक्काशीदार काठको संरचना र प्रशस्त रूपमा सजाइएको अनुहारका लागि परिचित छ।
a47.png,मन्दिर यसको अद्वितीय शिखर (स्पायर) र रामायण र महाभारत जस्ता हिन्दू महाकाव्यहरूका दृश्यहरू चित्रण गर्ने अलंकृत नक्काशीका लागि प्रख्यात छ।
a48.png,कृष्ण मन्दिर नेपालमा मल्लकालको कलात्मक र सांस्कृतिक उपलब्धिहरूको प्रमाणको रूपमा खडा छ।
a49.png,यो एक युनेस्को विश्व सम्पदा स्थल हो
a50.png,यसको वास्तुकला र ऐतिहासिक महत्वको लागि मान्यता प्राप्त छ
a1000.png,अमेरिकामा कोभिड बाट एकै दिन चार हजारभन्दा बढीको मृत्यु
a1001.png,कोभिड का कारण विदेशमा रहेका नेपालीहरुमा मानसिक स्वास्थ्य सम्बन्धि समस्या देखिएको र आत्महत्याका घटनाहरु बढेको डा सापकोटाले बताए
a1002.png,नेपालमा क्लोभर बायोफार्मास्युटिकल्स अस्ट्रेलिया तथा भ्याक्जाइन पीटीवाई लिमिटेड अस्ट्रेलियाले उत्पादन गरेका कोभिड खोपको तेस्रो चरणका ट्रायल गर्न तयारी भइरहेको छ
a1003.png,कोभिड को खोप पनि लगाइयो
a1004.png,अमेरिकामा कोभिड को नयाँ रेकर्ड एकै दिन हजारभन्दा बढीको मृत्यु विश्व समाचार
a1005.png,गण्डकी प्रदेश सरकारले कोभिड बाट प्रभावीतहरुको लागि भनेर स्थापित व्यवसाय जीवन रक्षा कोषमा अर्ब छुट्याइएकोमा महिना लागि सक्दा पनि कार्यविधि समेत बनेको छैन यसबाट बजेट कार्यन्वयनको पक्ष कस्तो छ अनुमान लगाउन सकिन्छ
a1006.png,नेपालको संचार अमेरिकामा कोभिड को नयाँ रेकर्ड एकै दिन हजारभन्दा बढीको मृत्यु
a1007.png,रामेछापमा कोभिड सङ्क्रमितको संख्या पुग्यो
a1008.png,कोरोना भाइरस भारत माघ गतेदेखि कोभिड विरुद्ध राष्ट्रव्यापी खोप अभियान
a1009.png,स्वास्थ्य मन्त्रालयले माग्यो कोभिड को रोकथामका लागि खटिएका स्वास्थ्यकर्मी तथा कर्मचारीको विवरण
a1010.png,भारतमा जनवरी देखि कोभिड विरुद्ध खोप अभियान
a1011.png,संयुक्त राज्य अमेरिकामा कोभिड को कारण मानिसको मृत्युमा नयाँ रेकर्ड देखिएको छ
a1012.png,कोभिड अहिले पनि छ हामीले अहिले पनि सामाजिक दुरी कायम गरेका छौँ धनगढीमा आमसभा गरेको घण्टा पनि नबित्दै राष्ट्रिय सभामा प्रधानमन्त्री
a1013.png,कोभिड को भ्याक्सिन छिटै ल्याउने प्रधानमन्त्रीको भनाई
a1014.png,कोभिड को अनुसन्धान गर्न विश्व स्वास्थ्य संगठनलाई चीनले सघाउने
a1015.png,प्रधानमन्त्री केपी शर्मा ओलीले कोभिड को भ्याक्सिन सरकारले छिटै ल्याउने बताएका छन् राष्ट्रियसभा बैठक
a1016.png,कोभिड सङ्क्रमणबाट विदेशमा थप तीन जना नेपालीको निधन
a1017.png,कोभिड सम्बन्धी सचेतनामुलक कार्यक्रम सम्पन्न
a1018.png,कोभिड निको भएको महिनापछि पनि अझै असरहरु किन देखिँदैछन्
a1019.png,जापानमा घण्टामा कोभिड सङ्क्रमण पुष्टि भएका व्यक्तिको सङ्ख्या सात हजार पुग्यो
a1020.png,भुकम्प पछि नाकाबन्दी नाका बन्दी पछि कोभिड अब ओली नसकिने भो
a1021.png,कोभिड को जोखिम घट्दो पाइएपछि काठमाडौंका विद्यालय खुल्ने
a1022.png,कोभिड बारे अनुसन्धानकर्ताहरुलाई अनुमति दिन चीन तयार नेपालबहस
a1023.png,डब्ल्यूएचओलाई कोभिड बारे अनुसन्धान गर्न दिन चीन तयार
a1024.png,'म आज नयाँ स्तम्भ लिएर तपाईंहरूमाझ आएको छु ।
a1025.png,यो स्तम्भ यताको राजनीतिक विकासका विविध घटनाक्रम र त्यसमा मेरो बुझाइमाथि केन्द्रित हुनेछ ।
a1026.png,पछिल्लो तीस वर्षमा हामीले दुई महत्वपूर्ण राजनीतिक परिवर्तन भोग्यौं को जनआन्दोलनले ल्याएको प्रजातान्त्रिक परिवर्तन र पछिको गणतान्त्रिक परिवर्तन ।
a1027.png,यी दुवै कालखण्डमा मैले विभिन्न राजनीतिक संस्थामा प्रत्यक्ष संलग्न रहेर प्रजातान्त्रिक र गणतान्त्रिक संक्रमणका सुरूआती जटिलता पर्गेल्ने मौका पाएँ ।
a1028.png,यस क्रममा नेपालका राजनीतिक व्यक्तित्व
a1029.png,राजनीतिक संस्था र राजनीतिक परिवेश तथा प्रवृत्तिलाई नजिकबाट देखेँ ।
a1030.png,तिनै अनुभवका आधारमा म यो स्तम्भमा नेपालको प्रजातान्त्रिक परिवर्तन र गणतान्त्रिक परिवर्तनमाथिको सैद्धान्तिक विवेचना तपाईंहरूसँग साझा गर्नेछु ।
a1031.png,'पहिलो अंकमा म आज प्रधानमन्त्री केपी शर्मा ओलीले गरेको संसद विघटन
a1032.png,यसले उत्पन्न गराएको संवैधानिक शून्यता र यो घटना सालमा तत्कालीन प्रधानमन्त्री गिरिजाप्रसाद कोइरालाले
a1033.png,गरेको संसद विघटनसँग ऐतिहासिक रूपले समान छ कि छैन भनेर केलाउँदैछु ।
a1034.png,पछि पहिलो जननिर्वाचित सरकारका प्रधानमन्त्री गिरिजाप्रसाद कोइरालाको स्वकीय सचिव
a1035.png,निजी सचिव र प्रमुख सचिवका हैसियतमा मैले त्यस बेलाको राजनीतिक आरोहअवरोह नजिकबाट नियालेको छु ।
a1036.png,कुनै पनि राजनीतिक नेतृत्वले गर्ने निर्णयको जसअपजसको भार ऊ स्वयंले बोकेको हुन्छ ।
a1037.png,त्यसबाट उत्पन्न परिणतिप्रति इतिहासले उसैलाई प्रश्न सोध्छ
a1038.png,उसैलाई जिम्मेवार ठहर्याउँछ ।
a1039.png,यति हुँदाहुँदै राजनीतिक नेतृत्वले लिने निर्णयहरूमा विभिन्न चाँजो
a1040.png,मिलाउने र चाहिएका सूचना उपलब्ध गराउने सहयोगीहरू साक्षीका रूपमा रहन्छन् ।
a1041.png,म पनि सालको संसद
a1042.png,विघटनको त्यस्तै एक साक्षी हुँ ।
a1043.png,'त्यही राजनीतिक साक्षीका हैसियतमा म अहिलेको घटना
a1044.png,र को घटनामा केकति समानता छन् भनेर चर्चा गर्दैछु ।
a1045.png,'प्रधानमन्त्री ओलीले संसद विघटन गरेर वैशाखमा
a1046.png,मध्यावधि निर्वाचन घोषणा गरेपछि हामी सबै अनिश्चय र
a1047.png,भयको भुमरीमा रूमलिएका छौं ।
a1048.png,झट्ट हेर्दा ओलीलाई संसद विघटन
a1049.png,नगरी नहुने चुनौती कतैबाट देखिँदैन ।
a1050.png,न संवैधानिक चुनौती छ
a1051.png,समय
a1052.png,खेल
a1053.png,शिक्षा
a1054.png,प्रेम
a1055.png,स्वास्थ्य
a1056.png,बिद्यालय
a1057.png,विश्वविद्यालय
a1058.png,रंग
a1059.png,खाना
a1060.png,बारिश
a1061.png,गर्मी
a1062.png,ठंडा
a1063.png,साथी
a1064.png,सम्झना
a1065.png,आशा
a1066.png,विश्वास
a1067.png,सहायता
a1068.png,समर्थन
a1069.png,खुसी
a1070.png,दुख
a1071.png,नेपाली भाषामा यो एक उदाहरण पाठ हो।
a1072.png,तलका शब्दहरू
a1073.png,वाक्यहरू र पूरा पाठलाई तपाईंको डाटासेटमा प्रयोग गर्न सक्नुहुनेछ।
a1074.png,यसलाई प्रिन्ट गर्न र स्क्रीनशट लिन सक्नुहुन्छ।
a1075.png,यो छ एक नेपाली शब्द: समय
a1076.png,तलका छनोटहरू र भाषाको प्रतिरूप:
a1077.png,शिक्षा नेपालको मूल अधिकार हो।
a1078.png,हामी सबैले समय सञ्चालन गर्नुपर्छ।
a1079.png,विश्वास र साहसको साथ
a1080.png,हामी सबैले उज्यालो पाइन्छ।
a1081.png,तलका वाक्यहरू:
a1082.png,मेरो सपना छ विश्वविद्यालयमा पढ्ने।
a1083.png,उनले आफ्नो भविष्यको योजना बनाए।
a1084.png,प्रेम र समर्थनले उनीलाई ऊँचो ल्याउँछ।
a1085.png,धेरै समयको लागि
a1086.png,धन्यवाद।
a1087.png,नेपाली भाषामा लेखिएको यो
a1088.png,पैराग्राफ तपाईंको ओसीआर प्रशिक्षण डाटासेटमा प्रयोग गर्न सकिन्छ।
a1089.png,यसलाई उच्च गुणस्तरको छवि वा पाठ पहिले
a1090.png,तयार गरेको डाटा बनाउनका लागि प्रयोग गर्न सकिन्छ।
a1091.png,यो बढी उत्कृष्ट परिणाम उत्पन्न गर्नमा
a1092.png,सहयोगी हुनेछ किनकि यो विभिन्न नेपाली वाचनको
a1093.png,प्रतिनिधित्व गर्दछ जसले तपाईंको
a1094.png,ओसीआर मॉडललाई विविधतामय भूमिकाहरूमा तयार गर्दछ।
a1095.png,यदि तपाईंले
a1096.png,अझै प्रश्न वा
a1097.png,सुझावहरू छन् भने
a1098.png,कृपया मलाई
a1099.png,जानकारी दिनुहोला।
a1100.png,धन्यवाद!
a100.png,जसले आगन्तुकहरूलाई नेपालको समृद्ध सांस्कृतिक सम्पदा र धार्मिक भक्तिको झलक प्रदान गर्दछ।
a101.png,भक्तपुर दरबार स्क्वायरमा अवस्थित न्याटापोला मन्दिर
a102.png,देवी दुर्गाको रूप सिद्धि लक्ष्मीलाई समर्पित एक प्रसिद्ध हिन्दू मन्दिर हो।
a103.png,राजा भूपतिन्द्र मल्लको शासनकालमा 1702 मा निर्मित
a104.png,न्याटापोला मन्दिर यसको प्रभावशाली पाँच-तले प्यागोडा-शैली वास्तुकलाको लागि मनाइन्छ
a105.png,जसले यसलाई नेपालको सबैभन्दा अग्लो मन्दिरहरू मध्ये एक बनाएको छ।
a106.png,मन्दिरको प्रत्येक कथा पहलवानहरू 
a107.png,हात्तीहरू
a108.png,सिंहहरू
a109.png,ग्रिफिनहरू र देवीहरूको प्रतिनिधित्व गर्ने मूर्तिहरूको जोडीद्वारा संरक्षित गरिएको छ
a110.png,मन्दिरको शक्ति र सुरक्षात्मक शक्तिको प्रतीक।
a111.png,सन् १९३४ को विनाशकारी भूकम्पबाट बचेको न्यातापोला मन्दिर भक्तपुरको कलात्मक र वास्तुकला सम्पदाको प्रतिष्ठित प्रतीक बनेको छ।
a112.png,यो एक युनेस्को विश्व सम्पदा स्थल हो
a113.png,यसको सांस्कृतिक र ऐतिहासिक महत्व को लागी मान्यता प्राप्त छ 
a114.png,आगन्तुकहरु र भक्तहरु लाई यसको भव्यता र पवित्र वातावरण संग समान रूप देखि आकर्षित गर्दछ।
a115.png,पशुपतिनाथ मन्दिर
a116.png,जसको स्थापना ५औं शताब्दीमा भएको थियो र पछि मल्ल राजाहरूद्वारा पुनर्निर्माण गरिएको थियो
a117.png,काठमाडौं
a118.png,नेपालको बागमती नदीको किनारमा अवस्थित भगवान शिवलाई समर्पित एक पवित्र हिन्दू मन्दिर हो।
a119.png,यो एक युनेस्को विश्व सम्पदा स्थल हो
a120.png,जसले यसको सुन्दर पगोड़ा-शैलीको वास्तुकला र समृद्ध सांस्कृतिक महत्वको लागि प्रसिद्ध छ।
a121.png,मन्दिर परिसरमा शताब्दी पुराना थुप्रै मन्दिरहरू
a122.png,आश्रमहरू
a123.png,र शिलालेखहरू छन्
a124.png,जसले भक्तजन र पर्यटक दुवैलाई आकर्षित गर्दछ।
a125.png,वार्षिक रूपमा
a126.png,लाखौं भन्दा बढी आगन्तुकहरू
a127.png,विशेष गरी महाशिवरात्रि पर्वको समयमा हजारौं तीर्थयात्रीहरू
a128.png,पशुपतिनाथमा आशीर्वाद लिन र यसको आध्यात्मिक र ऐतिहासिक वैभवलाई अवलोकन गर्न आउँछन्।
a129.png,स्वयम्भूनाथ मन्दिर
a130.png,जसलाई बाँदरको मन्दिर पनि भनिन्छ
a131.png,नेपालको काठमाडौं उपत्यकामा ५ औं शताब्दीमा स्थापना भएको एक पुरातन धार्मिक स्थल हो।
a132.png,पहाडको टुप्पोमा बसेको
a133.png,यसले काठमाडौंको मनोरम दृश्यहरू प्रदान गर्दछ र यसलाई 1979 मा युनेस्कोको विश्व सम्पदा स्थलको रूपमा तोकिएको थियो।
a134.png,मन्दिर परिसरमा सुनको टुक्रा भएको प्रतिष्ठित सेतो स्तुपा र बुद्धका सबै देख्ने आँखाहरू
a135.png,साथै असंख्य मन्दिरहरू
a136.png,मठहरू
a137.png,र एक ठूलो प्रार्थना चक्र। 
a138.png,मन्दिर सयौं बाँदरहरूले घेरिएको छ
a139.png,जसलाई पवित्र मानिन्छ र यसको अद्वितीय आकर्षण थपिन्छ।
a140.png,वार्षिक दस लाख भन्दा बढी पर्यटक र तीर्थयात्रीहरूलाई आकर्षित गर्ने
a141.png,स्वयम्भूनाथ पूजाको प्रमुख केन्द्र र विशेष गरी चाडपर्वहरू र महत्त्वपूर्ण बौद्ध घटनाहरूमा लोकप्रिय पर्यटक गन्तव्य हो।
a142.png,साइटको आध्यात्मिक वातावरण
a143.png,यसको ऐतिहासिक र सांस्कृतिक समृद्धिको साथमा
a144.png,यसलाई नेपालमा घुम्नैपर्ने ल्यान्डमार्क बनाउँछ।
a145.png,तलेजु मन्दिर
a146.png,काठमाडौं दरबार स्क्वायर
a147.png,नेपालको
a148.png,देवी दुर्गाको एक रूप देवी तलेजु भवानीको लागि समर्पित एक पूज्य हिन्दू मन्दिर हो।
a149.png,14 औं शताब्दीमा राजा सिद्धि नरसिंह मल्ल द्वारा स्थापित
a150.png,मन्दिर नेवारी वास्तुकला को एक राम्रो उदाहरण हो
a151.png,यसको तीन छाना डिजाइन र जटिल काठ नक्काशी द्वारा विशेषता।
a152.png,देवी तलेजुलाई काठमाडौं उपत्यकाका मल्ल राजाहरूको शाही देवताको रूपमा पूजा गरिन्छ
a153.png,र तिनीहरूको शासनकालमा मन्दिरले महत्त्वपूर्ण धार्मिक र औपचारिक केन्द्रको रूपमा सेवा गर्‍यो।
a154.png,मन्दिर परिसरमा उच्च जातका हिन्दूहरूलाई मात्र प्रवेश गर्न दिइन्छ।
a155.png,तलेजु मन्दिर काठमाडौं उपत्यका युनेस्को विश्व सम्पदा क्षेत्रको एक हिस्सा हो
a156.png,यसको सांस्कृतिक र ऐतिहासिक महत्वका लागि मान्यता प्राप्त छ (१९७९ मा अंकित)।
a157.png,काठमाडौं
a158.png,नेपालबाट करिब १० किलोमिटर उत्तरमा शिवपुरी पहाडको फेदमा अवस्थित बुढानिलकण्ठ मन्दिर
a159.png,भगवान विष्णुलाई समर्पित एक पूज्य हिन्दू मन्दिर हो।
a160.png,लिच्छवी कालमा ७ औं शताब्दीमा स्थापना भएको यस मन्दिरमा सुतिरहेको विष्णुको रूपमा चिनिने विष्णुको उल्लेखनीय ढुङ्गाको मूर्ति छ।
a161.png,करिब ५ मिटर लम्बाइको यो मूर्ति कालो बेसाल्टको एउटै ब्लकबाट कोरिएको छ र ब्रह्माण्ड महासागरको प्रतीक पानीको पोखरीमा छ।
a162.png,बुढानिलकण्ठ मन्दिर युनेस्कोको विश्व सम्पदा स्थल नभए पनि यो महत्वपूर्ण सांस्कृतिक र धार्मिक स्थल हो।
a163.png,यसको जटिल डिजाइन
a164.png,शान्त सेटिंग
a165.png,र आध्यात्मिक वातावरणले असंख्य भक्त र पर्यटकहरूलाई आकर्षित गर्दछ
a166.png,जसले यसलाई नेपालको समृद्ध सम्पदाको प्रमुख विशेषता बनाउँछ।
1.png,भक्तपुर दरबार स्क्वायर
2.png,कुनै समय मल्ल राजाहरू र पछि १७६९ सम्म भक्तपुरका शासकहरूको शाही दरबार
3.png,नेपालमा युनेस्को विश्व सम्पदा क्षेत्र हो
4.png, सन् १९३४ र २०१५ को भूकम्पले क्षतिग्रस्त भएको यस क्षेत्रलाई नेपालको पुरातत्व विभाग र भक्तपुर नगरपालिकाले पुनःनिर्माणको प्रयास जारी राखेको छ।
5.png,यस वर्गमा प्राचीन दरबारहरू
6.png,यक्ष मल्लद्वारा निर्मित चार धाम प्रतिकृति जस्ता मन्दिरहरू र उग्रचण्डी र उग्रभैरव जस्ता महत्त्वपूर्ण मूर्तिहरू समावेश छन्।
7.png,धेरै भवनहरू गुमाए पनि
