image,word
33.png,१८१७ मा निर्मित र मूल रूपमा "मुदुले थम्पको" नामको मन्दिर
34.png, नेपाली धार्मिक र सांस्कृतिक सम्पदामा महत्त्वपूर्ण स्थान राख्छ। 
35.png,पौराणिक कथा अनुसार पुजारीहरूले भद्रकाली देवीको मुर्ति उनको आदेशमा खोलेपछि मन्दिरको निर्माण प्रेरित भएको हो।
36.png,नेपाली सेनाको सुरक्षामा रहेको यस मन्दिरले सिंहदरबार
37.png,प्रधानमन्त्रीको कार्यालय
38.png,यसको ऐतिहासिक र सुरक्षात्मक महत्वको प्रतीक हो।
39.png,भद्रकाली,
40.png,जसको अर्थ "धन्य र शुभ" हो
41.png, उसको शक्तिको प्रतीक
42.png,धेरै हतियार बोक्ने हतियारहरू सहित चित्रण गरिएको भयंकर पक्षलाई मूर्त रूप दिन्छ।
43.png,मन्दिरको स्थानीय नाम
44.png,"लुम्दी देवीको मन्दिर" एक मिथकबाट उत्पन्न हुन्छ जहाँ एक किसानको रोटी सुनमा परिणत हुन्छ
45.png,जसले देवताको परोपकारी प्रभावलाई झल्काउँछ।
46.png,नवरात्रि जस्ता चाडपर्वहरू
47.png,सेप्टेम्बर-अक्टोबरमा मनाइन्छ 
48.png,मन्दिरको जीवन्त धार्मिक क्यालेन्डरलाई हाइलाइट गर्दछ
49.png, जसले भक्तहरू र आगन्तुकहरूलाई समान रूपमा आकर्षित गर्दछ।
50.png,थप रूपमा भद्रकालीलाई नेपाली सेनाको संरक्षक देवताको रूपमा सम्मान गरिएको छ
51.png,जसले नेपाली समाजमा यसको सांस्कृतिक र सैन्य महत्त्वलाई थप जोड दिन्छ।
52.png,पाटन दरबार स्क्वायर
53.png,नेपालको ललितपुर सहरको मुटुमा अवस्थित 
54.png,काठमाडौं उपत्यकाका तीन दरबार स्क्वायर र युनेस्कोको विश्व सम्पदा क्षेत्र मध्ये एक हो।
55.png,यो ऐतिहासिक वर्गले उत्कृष्ट नेवार वास्तुकला प्रदर्शन गर्दछ जसको भुइँ रातो इट्टामा टाइल गरिएको छ।
56.png,यसमा धेरै मन्दिरहरू र मूर्तिहरू छन्
57.png,मुख्यतया मध्ययुगीन शाही दरबारको पश्चिमी अनुहारको विपरित पङ्क्तिबद्ध छ जहाँ ललितपुरका मल्ल राजाहरू बसोबास गर्थे।
58.png,उल्लेखनीय संरचनाहरूमा स्थानीय ग्रन्थकुट शैलीमा 1667 मा निर्मित कृष्ण मन्दिर
59.png,महाभारत र रामायणका दृश्यहरू चित्रण गर्ने जटिल ढुङ्गाको नक्काशीले सजिएको समावेश छ।
60.png, अर्को प्रख्यात मन्दिर विश्वनाथ मन्दिर हो 
61.png,जुन १६२७ को हो
62.png,भगवान शिवलाई समर्पित र यसको कामुक ढुङ्गाको नक्काशीका लागि प्रख्यात छ।
63.png,१६८०मा निर्माण गरिएको भीमसेन मन्दिर
64.png, महाभारत देखि भीमसेन को सम्मान र व्यापार र व्यापार को लागी नेवाहरु माझ मनाइन्छ। 
65.png,मूल रूपमा  १६४० मा निर्मित र १६६७ मा पुनर्निर्माण गरिएको तलेजु भवानी मन्दिर 
66.png,मल्ल राजाहरूको व्यक्तिगत देवताको रूपमा सम्मानित पाँच तले मन्दिर हो
67.png, जसले पाटनको समृद्ध धार्मिक र वास्तुकला सम्पदा प्रदर्शन गर्दछ।
68.png,नेपालको धरानको विजयपुरमा अवस्थित बुढासुब्बा मन्दिर नेपाली जनताको लागि एक पूजनीय धार्मिक स्थल हो
69.png,जसले यहाँका आगन्तुकहरूलाई मनोकामना प्रदान गर्ने र राम्रो भाग्य ल्याउने विश्वास गरिन्छ। किराँत इतिहासकार इमान सिंह चेम्जोङका अनुसार विजयपुर कुनै समय राजा विजयनारायण राय खेबाङले शासन गरेको लिम्बुवान राज्यको राजधानी थियो ।
70.png,अर्को विश्वासले विजयपुर नामको श्रेय राजा विजयलाई दिन्छ।
71.png,बुढासुब्बा मन्दिर अन्तिम लिम्बु राजा
72.png,लिम्बुवान (पल्लो किराँत)का बुढी कर्ण खेवाङको विश्रामस्थल हो भन्ने इतिहासले बताउँछ।
73.png,१७७३ मा
74.png,उहाँलाई वार्ताको लागि विजयपुर-धरानमा प्रलोभनमा राखियो र नेपालका गोर्खाली राजा पृथ्वीनारायण शाहका दलालहरूद्वारा हत्या गरियो। 
75.png,किंवदंती छ कि राजा बुढी कर्ण खेबाङको आत्मा उनको चिहान वरपरको क्षेत्रमा परोपकारी र सहयोगी रह्यो स्थानीय लिम्बु जनताले उनलाई पुर्खाको राजा (लिम्बु भाषामा ह्याङ) को रूपमा पुजा गर्न अगुवाइ गरे
76.png,राम्रो भाग्य ल्याउने विश्वास गरिन्छ।
77.png,पौराणिक रूपमा
78.png,केही कथाहरूले सुझाव दिन्छ कि भगवान शिव र देवी पार्वती
79.png,थेबा सम्माङ र युमा सम्माङ
80.png, याक्थुङ राजा र रानीको भेषमा 
81.png,शिकार अभियानको क्रममा विजयपुर आइपुगेका थिए।
82.png,तिनीहरूले आफ्नो धनु भुइँमा टाँसिए र हराउनु अघि कलियुगको आगमनको पूर्वानुमान गर्दै ध्यान गरे।
83.png,बाँसका टुक्राहरू तिनीहरूको धनुबाट नोडहरू बिना अंकुरित हुन्छन्।
84.png,परम्परागत रूपमा
85.png,मन्दिरमा आगन्तुकहरूले बाँसको रूखमा नाम लेख्ने गर्थे
86.png,यसले प्रेममा सफलता मिल्छ भन्ने विश्वास राख्दछ। तर बाँसको वृद्धिलाई नोक्सान पु¥याउने चिन्ताका कारण मन्दिर समितिले अब दर्शनार्थीलाई बुढासुब्बाको पूजा गरेर बाँसमा पवित्र धागो बाँध्न प्रोत्साहित गर्छ ।
87.png,ताल बाराही मन्दिर
88.png,जसलाई 'ताल मन्दिर' वा 'बाराही मन्दिर' पनि भनिन्छ
89.png,देवी बाराहीलाई समर्पित एउटा महत्वपूर्ण हिन्दू मन्दिर हो।
90.png,यो फेवा तालको बीचमा एउटा सानो टापुमा अवस्थित पोखरा
91.png,नेपालको सबैभन्दा महत्त्वपूर्ण धार्मिक स्मारकको रूपमा खडा छ।
92.png,डुङ्गाबाट मात्रै पहुँचयोग्य
93.png, मन्दिरलाई महिला दिव्य शक्तिको प्रतिनिधित्व गर्ने अजिमाको अभिव्यक्तिको रूपमा सम्मान गरिन्छ।
94.png,मुख्यतया ढुङ्गाबाट बनेको मन्दिरमा परम्परागत प्यागोडा शैलीको खरानी छाना भएको दुई तले संरचना रहेको छ।
95.png, नेपाली महिना वैशाख (अप्रिल-मे) र कार्तिक (नोभेम्बर-डिसेम्बर) मा मन्दिरमा भक्तजनहरूको भीड लाग्छ।
96.png,मुक्तिनाथ नेपालको मुस्ताङमा रहेको एउटा पुरानो मन्दिर हो
97.png,जसलाई हिन्दू र बौद्ध दुवैले पूज्य छन्।
98.png,हिन्दूहरूले यसलाई विष्णुको वासस्थान र बौद्धहरूले अवलोकितेश्वरको स्थानको रूपमा पूजा गर्छन्। 
99.png,३८०० मिटरमा अवस्थित
100.png,यो विश्वको उच्चतम मन्दिरहरू मध्ये एक हो र हिन्दू धर्मको १०८ दिव्य देशमहरू मध्ये एक
101.png, भारत बाहिर। 
102.png,मुक्ति क्षेत्र भनेर चिनिने मन्दिर परिसरले "मुक्तिको स्थान" लाई जनाउँछ र यो नेपालको चार धामको हिस्सा हो। 
103.png,मुक्तिनाथ यसको धार्मिक सद्भावको लागि ऐतिहासिक रूपमा महत्त्वपूर्ण छ
104.png,जहाँ हिन्दू र बौद्धहरू सँगै पूजा गर्छन्।
105.png,मन्दिरमा विष्णुको सुनको मुर्तिसहितको केन्द्रीय मन्दिर रहेको छ
106.png,जसको वरिपरि १०८ वटा साँढेको अनुहार भएको पानीको टुक्रा मुक्तिको प्रतीक हो।
107.png,यसलाई तिब्बती बौद्ध धर्ममा गुरू रिन्पोछे र अवलोकितेश्वरसँग सम्बन्धित चुमिग ग्यात्सा
108.png,"सय पानीहरू" को रूपमा पनि सम्मान गरिएको छ।
109.png,
110.png,
111.png,
112.png,
113.png,
114.png,
115.png,
116.png,
117.png,
